NCMI,"National CineMedia, Inc.",https://www.nyse.com/quote/NCMI,https://www.sec.gov/cgi-bin/browse-edgar?company=National+CineMedia%2C+Inc.&owner=exclude&action=getcompany,0.88,12.10,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NCMI&f=opdr1ye&e=.csv"",""open"":""7.41"",""close"":""7.41"",""dividend"":""0.88"",""div paydate"":""6\/1\/2017"",""div yield"":""12.10"",""eps"":""0.41""}",0.41,2.1463414634146,36228.900782215
NYMT,"New York Mortgage Trust, Inc.",https://www.nyse.com/quote/NYMT,https://www.sec.gov/cgi-bin/browse-edgar?company=New+York+Mortgage+Trust%2C+Inc.&owner=exclude&action=getcompany,0.80,12.86,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NYMT&f=opdr1ye&e=.csv"",""open"":""6.33"",""close"":""6.32"",""dividend"":""0.80"",""div paydate"":""4\/25\/2017"",""div yield"":""12.86"",""eps"":""0.51""}",0.51,1.5686274509804,32935.364347468
OXLC,"Oxford Lane Capital Corp.",https://www.nyse.com/quote/OXLC,https://www.sec.gov/cgi-bin/browse-edgar?company=Oxford+Lane+Capital+Corp.&owner=exclude&action=getcompany,2.40,18.94,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=OXLC&f=opdr1ye&e=.csv"",""open"":""10.91"",""close"":""10.91"",""dividend"":""2.40"",""div paydate"":""6\/30\/2017"",""div yield"":""18.94"",""eps"":""1.03""}",1.03,2.3300970873786,98806.093042404
PPHMP,"Peregrine Pharmaceuticals Inc.",https://www.nyse.com/quote/PPHMP,https://www.sec.gov/cgi-bin/browse-edgar?company=Peregrine+Pharmaceuticals+Inc.&owner=exclude&action=getcompany,N/A,11.8900,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=PPHMP&f=opdr1ye&e=.csv"",""open"":""22.0700"",""close"":""22.3600"",""dividend"":""N\/A"",""div paydate"":""4\/3\/2017"",""div yield"":""11.8900"",""eps"":0}",0,-1,0
PSEC,"Prospect Capital Corporation",https://www.nyse.com/quote/PSEC,https://www.sec.gov/cgi-bin/browse-edgar?company=Prospect+Capital+Corporation&owner=exclude&action=getcompany,1.00,12.53,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=PSEC&f=opdr1ye&e=.csv"",""open"":""8.05"",""close"":""8.09"",""dividend"":""1.00"",""div paydate"":""7\/20\/2017"",""div yield"":""12.53"",""eps"":""0.83""}",0.83,1.2048192771084,41169.205434335
TATT,"TAT Technologies Ltd.",https://www.nyse.com/quote/TATT,https://www.sec.gov/cgi-bin/browse-edgar?company=TAT+Technologies+Ltd.&owner=exclude&action=getcompany,1.36,11.28,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TATT&f=opdr1ye&e=.csv"",""open"":""12.25"",""close"":""12.20"",""dividend"":""1.36"",""div paydate"":""6\/21\/2017"",""div yield"":""11.28"",""eps"":""0.14""}",0.14,9.7142857142857,55990.119390696
TCRD,"THL Credit, Inc.",https://www.nyse.com/quote/TCRD,https://www.sec.gov/cgi-bin/browse-edgar?company=THL+Credit%2C+Inc.&owner=exclude&action=getcompany,1.08,10.84,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TCRD&f=opdr1ye&e=.csv"",""open"":""10.02"",""close"":""10.00"",""dividend"":""1.08"",""div paydate"":""6\/30\/2017"",""div yield"":""10.84"",""eps"":""0.68""}",0.68,1.5882352941176,44462.741869082
TICC,"TICC Capital Corp.",https://www.nyse.com/quote/TICC,https://www.sec.gov/cgi-bin/browse-edgar?company=TICC+Capital+Corp.&owner=exclude&action=getcompany,0.89,12.55,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TICC&f=opdr1ye&e=.csv"",""open"":""7.18"",""close"":""7.15"",""dividend"":""0.89"",""div paydate"":""6\/30\/2017"",""div yield"":""12.55"",""eps"":""2.35""}",2.35,0.37872340425532,36640.592836558
VEON,"VEON Ltd.",https://www.nyse.com/quote/VEON,https://www.sec.gov/cgi-bin/browse-edgar?company=VEON+Ltd.&owner=exclude&action=getcompany,0.39,10.05,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=VEON&f=opdr1ye&e=.csv"",""open"":""3.89"",""close"":""3.87"",""dividend"":""0.39"",""div paydate"":""4\/12\/2017"",""div yield"":""10.05"",""eps"":""1.22""}",1.22,0.31967213114754,16055.990119391
WHLR,"Wheeler Real Estate Investment Trust, Inc.",https://www.nyse.com/quote/WHLR,https://www.sec.gov/cgi-bin/browse-edgar?company=Wheeler+Real+Estate+Investment+Trust%2C+Inc.&owner=exclude&action=getcompany,N/A,21.00,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=WHLR&f=opdr1ye&e=.csv"",""open"":""8.60"",""close"":""8.60"",""dividend"":""N\/A"",""div paydate"":""7\/15\/2017"",""div yield"":""21.00"",""eps"":0}",0,-1,0
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",https://www.nyse.com/quote/WHLRP,https://www.sec.gov/cgi-bin/browse-edgar?company=Wheeler+Real+Estate+Investment+Trust%2C+Inc.&owner=exclude&action=getcompany,N/A,10.69,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=WHLRP&f=opdr1ye&e=.csv"",""open"":""21.69"",""close"":""21.43"",""dividend"":""N\/A"",""div paydate"":""4\/15\/2017"",""div yield"":""10.69"",""eps"":0}",0,-1,0
WIN,"Windstream Holdings, Inc.",https://www.nyse.com/quote/WIN,https://www.sec.gov/cgi-bin/browse-edgar?company=Windstream+Holdings%2C+Inc.&owner=exclude&action=getcompany,N/A,14.12,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=WIN&f=opdr1ye&e=.csv"",""open"":""4.49"",""close"":""4.45"",""dividend"":""N\/A"",""div paydate"":""7\/17\/2017"",""div yield"":""14.12"",""eps"":0}",0,-1,0
