EURN,"Euronav NV Ordinary Shares",https://www.nyse.com/quote/XNYS:EURN,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=EURN&f=opdr1y&e=.csv"",""open"":""7.65"",""close"":""7.65"",""dividend"":""1.37"",""div paydate"":""5\/31\/2017"",""div yield"":""18.90""}"
FRO,"Frontline Ltd. Ordinary Shares",https://www.nyse.com/quote/XNYS:FRO,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=FRO&f=opdr1y&e=.csv"",""open"":""5.76"",""close"":""5.81"",""dividend"":""0.60"",""div paydate"":""3\/23\/2017"",""div yield"":""10.36""}"
FTF,"Franklin Limited Duration Income Trust of Beneficial &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XASE:FTF,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=FTF&f=opdr1y&e=.csv"",""open"":""12.05"",""close"":""12.04"",""dividend"":""1.29"",""div paydate"":""6\/15\/2017"",""div yield"":""10.85""}"
GGN,"GAMCO Global Gold, Natural Resources &amp;amp; Income Trust",https://www.nyse.com/quote/XASE:GGN,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=GGN&f=opdr1y&e=.csv"",""open"":""5.72"",""close"":""5.72"",""dividend"":""0.60"",""div paydate"":""6\/23\/2017"",""div yield"":""10.54""}"
GRF,"Eagle Capital Growth Fund, Inc.",https://www.nyse.com/quote/XASE:GRF,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=GRF&f=opdr1y&e=.csv"",""open"":""7.810"",""close"":""7.808"",""dividend"":""1.190"",""div paydate"":""12\/28\/2016"",""div yield"":""15.390""}"
HMLP,"Hoegh LNG Partners LP Common Units representing &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:HMLP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=HMLP&f=opdr1y&e=.csv"",""open"":""19.15"",""close"":""19.20"",""dividend"":""6.88"",""div paydate"":""5\/15\/2017"",""div yield"":""36.02""}"
IAF,"Aberdeen Australia Equity Fund Inc",https://www.nyse.com/quote/XASE:IAF,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=IAF&f=opdr1y&e=.csv"",""open"":""6.06"",""close"":""6.04"",""dividend"":""0.64"",""div paydate"":""3\/27\/2017"",""div yield"":""10.53""}"
IFN,"India Fund, Inc. (The)",https://www.nyse.com/quote/XNYS:IFN,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=IFN&f=opdr1y&e=.csv"",""open"":""27.31"",""close"":""27.26"",""dividend"":""3.13"",""div paydate"":""1\/11\/2017"",""div yield"":""11.60""}"
MCC,"Medley Capital Corporation",https://www.nyse.com/quote/XNYS:MCC,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=MCC&f=opdr1y&e=.csv"",""open"":""6.08"",""close"":""6.13"",""dividend"":""0.64"",""div paydate"":""6\/23\/2017"",""div yield"":""10.51""}"
MDLY,"Medley Management Inc. Class A",https://www.nyse.com/quote/XNYS:MDLY,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=MDLY&f=opdr1y&e=.csv"",""open"":""5.75"",""close"":""5.75"",""dividend"":""0.80"",""div paydate"":""5\/31\/2017"",""div yield"":""13.79""}"
MTR,"Mesa Royalty Trust",https://www.nyse.com/quote/XNYS:MTR,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=MTR&f=opdr1y&e=.csv"",""open"":""13.25"",""close"":""13.00"",""dividend"":""1.35"",""div paydate"":""7\/31\/2017"",""div yield"":""10.91""}"
MVO,"MV Oil Trust Units of Beneficial Interests",https://www.nyse.com/quote/XNYS:MVO,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=MVO&f=opdr1y&e=.csv"",""open"":""5.94"",""close"":""5.94"",""dividend"":""1.00"",""div paydate"":""4\/25\/2017"",""div yield"":""16.50""}"
NAP,"Navios Maritime Midstream Partners LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:NAP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NAP&f=opdr1y&e=.csv"",""open"":""10.42"",""close"":""10.45"",""dividend"":""1.69"",""div paydate"":""5\/11\/2017"",""div yield"":""16.41""}"
NAT,"Nordic American Tankers Limited",https://www.nyse.com/quote/XNYS:NAT,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NAT&f=opdr1y&e=.csv"",""open"":""6.37"",""close"":""6.36"",""dividend"":""0.80"",""div paydate"":""6\/8\/2017"",""div yield"":""13.42""}"
NEWM,"New Media Investment Group Inc.",https://www.nyse.com/quote/XNYS:NEWM,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NEWM&f=opdr1y&e=.csv"",""open"":""13.11"",""close"":""13.15"",""dividend"":""1.40"",""div paydate"":""5\/18\/2017"",""div yield"":""10.83""}"
NGL,"NGL ENERGY PARTNERS LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:NGL,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NGL&f=opdr1y&e=.csv"",""open"":""13.80"",""close"":""13.90"",""dividend"":""1.56"",""div paydate"":""5\/15\/2017"",""div yield"":""11.47""}"
NNA,"Navios Maritime Acquisition Corporation Common stock",https://www.nyse.com/quote/XNYS:NNA,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NNA&f=opdr1y&e=.csv"",""open"":""1.59"",""close"":""1.58"",""dividend"":""0.20"",""div paydate"":""6\/14\/2017"",""div yield"":""13.89""}"
NRT,"North European Oil Royality Trust",https://www.nyse.com/quote/XNYS:NRT,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=NRT&f=opdr1y&e=.csv"",""open"":""7.20"",""close"":""7.23"",""dividend"":""0.76"",""div paydate"":""5\/31\/2017"",""div yield"":""10.46""}"
OCIP,"OCI Partners LP Common Units representing Limited &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:OCIP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=OCIP&f=opdr1y&e=.csv"",""open"":""8.85"",""close"":""8.85"",""dividend"":""0.92"",""div paydate"":""6\/5\/2017"",""div yield"":""10.17""}"
PER,"SandRidge Permian Trust Common Units of Benficial &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:PER,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=PER&f=opdr1y&e=.csv"",""open"":""2.95"",""close"":""2.95"",""dividend"":""0.50"",""div paydate"":""5\/26\/2017"",""div yield"":""16.80""}"
SDLP,"Seadrill Partners LLC Common Units Representing &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SDLP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SDLP&f=opdr1y&e=.csv"",""open"":""3.30"",""close"":""3.34"",""dividend"":""0.40"",""div paydate"":""2\/14\/2017"",""div yield"":""11.76""}"
SDR,"SandRidge Mississippian Trust II Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SDR,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SDR&f=opdr1y&e=.csv"",""open"":""1.43"",""close"":""1.45"",""dividend"":""0.24"",""div paydate"":""5\/26\/2017"",""div yield"":""16.92""}"
SDT,"SandRidge Mississippian Trust I Common Units of &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SDT,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SDT&f=opdr1y&e=.csv"",""open"":""1.47"",""close"":""1.49"",""dividend"":""0.28"",""div paydate"":""5\/26\/2017"",""div yield"":""19.36""}"
SFL,"Ship Finance International Limited",https://www.nyse.com/quote/XNYS:SFL,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SFL&f=opdr1y&e=.csv"",""open"":""13.95"",""close"":""13.95"",""dividend"":""1.80"",""div paydate"":""3\/30\/2017"",""div yield"":""13.33""}"
SPH,"Suburban Propane Partners, LP",https://www.nyse.com/quote/XNYS:SPH,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SPH&f=opdr1y&e=.csv"",""open"":""23.98"",""close"":""23.94"",""dividend"":""3.55"",""div paydate"":""5\/9\/2017"",""div yield"":""15.02""}"
SPP,"Sanchez Production Partners LP",https://www.nyse.com/quote/XASE:SPP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SPP&f=opdr1y&e=.csv"",""open"":""14.25"",""close"":""14.10"",""dividend"":""1.75"",""div paydate"":""5\/31\/2017"",""div yield"":""12.64""}"
SSW,"Seaspan Corporation Seaspan Corporation",https://www.nyse.com/quote/XNYS:SSW,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SSW&f=opdr1y&e=.csv"",""open"":""5.68"",""close"":""5.65"",""dividend"":""1.25"",""div paydate"":""5\/1\/2017"",""div yield"":""24.08""}"
STON,"StoneMor Partners LP Common Unit Rep Limited &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:STON,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=STON&f=opdr1y&e=.csv"",""open"":""9.30"",""close"":""9.32"",""dividend"":""1.32"",""div paydate"":""5\/15\/2017"",""div yield"":""14.33""}"
SUN,"Sunoco LP Common Units representing limited partner &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SUN,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SUN&f=opdr1y&e=.csv"",""open"":""30.18"",""close"":""30.23"",""dividend"":""3.30"",""div paydate"":""5\/16\/2017"",""div yield"":""11.07""}"
SWNC,"Southwestern Energy Company Depositary Shares &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SWNC,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SWNC&f=opdr1y&e=.csv"",""open"":""15.34"",""close"":""15.19"",""dividend"":""3.12"",""div paydate"":""4\/17\/2017"",""div yield"":""20.46""}"
SXCP,"SunCoke Energy Partners, LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SXCP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SXCP&f=opdr1y&e=.csv"",""open"":""17.20"",""close"":""17.10"",""dividend"":""2.38"",""div paydate"":""6\/1\/2017"",""div yield"":""14.27""}"
TCAP,"Triangle Capital Corporation",https://www.nyse.com/quote/XNYS:TCAP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TCAP&f=opdr1y&e=.csv"",""open"":""18.14"",""close"":""18.10"",""dividend"":""1.80"",""div paydate"":""6\/21\/2017"",""div yield"":""10.10""}"
TEF,"Telefonica SA",https://www.nyse.com/quote/XNYS:TEF,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TEF&f=opdr1y&e=.csv"",""open"":""11.31"",""close"":""11.23"",""dividend"":""1.18"",""div paydate"":""12\/9\/2016"",""div yield"":""10.54""}"
TOO,"Teekay Offshore Partners LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:TOO,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TOO&f=opdr1y&e=.csv"",""open"":""3.38"",""close"":""3.42"",""dividend"":""0.44"",""div paydate"":""5\/12\/2017"",""div yield"":""14.06""}"
TPVG,"TriplePoint Venture Growth BDC Corp.",https://www.nyse.com/quote/XNYS:TPVG,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TPVG&f=opdr1y&e=.csv"",""open"":""13.23"",""close"":""13.19"",""dividend"":""1.44"",""div paydate"":""6\/16\/2017"",""div yield"":""11.01""}"
UAN,"CVR Partners, LP Common Units representing Limited &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:UAN,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=UAN&f=opdr1y&e=.csv"",""open"":""3.89"",""close"":""3.89"",""dividend"":""0.46"",""div paydate"":""5\/15\/2017"",""div yield"":""12.01""}"
USAC,"USA Compression Partners, LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:USAC,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=USAC&f=opdr1y&e=.csv"",""open"":""15.88"",""close"":""15.90"",""dividend"":""2.10"",""div paydate"":""5\/12\/2017"",""div yield"":""13.66""}"
VOC,"VOC Energy Trust Units of Beneficial Interest",https://www.nyse.com/quote/XNYS:VOC,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=VOC&f=opdr1y&e=.csv"",""open"":""4.370"",""close"":""4.440"",""dividend"":""0.480"",""div paydate"":""5\/12\/2017"",""div yield"":""11.030""}"
WDR,"Waddell &amp;amp; Reed Financial, Inc.",https://www.nyse.com/quote/XNYS:WDR,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=WDR&f=opdr1y&e=.csv"",""open"":""17.27"",""close"":""17.33"",""dividend"":""1.84"",""div paydate"":""5\/1\/2017"",""div yield"":""10.99""}"
WMLP,"Westmoreland Resource Partners, LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:WMLP,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=WMLP&f=opdr1y&e=.csv"",""open"":""3.33"",""close"":""3.33"",""dividend"":""0.53"",""div paydate"":""5\/15\/2017"",""div yield"":""16.61""}"
