SPH,"Suburban Propane Partners, LP",https://www.nyse.com/quote/XNYS:SPH,3.55,15.02,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SPH&f=opdr1ye&e=.csv"",""open"":""23.98"",""close"":""23.94"",""dividend"":""3.55"",""div paydate"":""5\/9\/2017"",""div yield"":""15.02"",""eps"":""0.47""}",0.47,7.5531914893617,55546.862775778
SPP,"Sanchez Production Partners LP",https://www.nyse.com/quote/XASE:SPP,N/A,12.64,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SPP&f=opdr1ye&e=.csv"",""open"":""14.25"",""close"":""14.10"",""dividend"":""N\/A"",""div paydate"":""5\/31\/2017"",""div yield"":""12.64"",""eps"":0}",0,-1,0
SSW,"Seaspan Corporation Seaspan Corporation",https://www.nyse.com/quote/XNYS:SSW,N/A,24.08,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SSW&f=opdr1ye&e=.csv"",""open"":""5.68"",""close"":""5.65"",""dividend"":""N\/A"",""div paydate"":""5\/1\/2017"",""div yield"":""24.08"",""eps"":0}",0,-1,0
STON,"StoneMor Partners LP Common Unit Rep Limited &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:STON,N/A,14.33,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=STON&f=opdr1ye&e=.csv"",""open"":""9.30"",""close"":""9.32"",""dividend"":""N\/A"",""div paydate"":""5\/15\/2017"",""div yield"":""14.33"",""eps"":0}",0,-1,0
SUN,"Sunoco LP Common Units representing limited partner &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SUN,N/A,11.07,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SUN&f=opdr1ye&e=.csv"",""open"":""30.18"",""close"":""30.23"",""dividend"":""N\/A"",""div paydate"":""5\/16\/2017"",""div yield"":""11.07"",""eps"":0}",0,-1,0
SWNC,"Southwestern Energy Company Depositary Shares &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SWNC,N/A,20.46,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SWNC&f=opdr1ye&e=.csv"",""open"":""15.34"",""close"":""15.19"",""dividend"":""N\/A"",""div paydate"":""4\/17\/2017"",""div yield"":""20.46"",""eps"":0}",0,-1,0
SXCP,"SunCoke Energy Partners, LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:SXCP,N/A,14.27,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=SXCP&f=opdr1ye&e=.csv"",""open"":""17.20"",""close"":""17.10"",""dividend"":""N\/A"",""div paydate"":""6\/1\/2017"",""div yield"":""14.27"",""eps"":0}",0,-1,0
TCAP,"Triangle Capital Corporation",https://www.nyse.com/quote/XNYS:TCAP,1.80,10.10,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TCAP&f=opdr1ye&e=.csv"",""open"":""18.14"",""close"":""18.10"",""dividend"":""1.80"",""div paydate"":""6\/21\/2017"",""div yield"":""10.10"",""eps"":""0.75""}",0.75,2.4,28164.606477859
TEF,"Telefonica SA",https://www.nyse.com/quote/XNYS:TEF,1.18,10.54,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TEF&f=opdr1ye&e=.csv"",""open"":""11.31"",""close"":""11.23"",""dividend"":""1.18"",""div paydate"":""12\/9\/2016"",""div yield"":""10.54"",""eps"":""0.51""}",0.51,2.3137254901961,18463.464246597
TOO,"Teekay Offshore Partners LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:TOO,N/A,14.06,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TOO&f=opdr1ye&e=.csv"",""open"":""3.38"",""close"":""3.42"",""dividend"":""N\/A"",""div paydate"":""5\/12\/2017"",""div yield"":""14.06"",""eps"":0}",0,-1,0
TPVG,"TriplePoint Venture Growth BDC Corp.",https://www.nyse.com/quote/XNYS:TPVG,1.44,11.01,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=TPVG&f=opdr1ye&e=.csv"",""open"":""13.23"",""close"":""13.19"",""dividend"":""1.44"",""div paydate"":""6\/16\/2017"",""div yield"":""11.01"",""eps"":""1.38""}",1.38,1.0434782608696,22531.685182288
UAN,"CVR Partners, LP Common Units representing Limited &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:UAN,N/A,12.01,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=UAN&f=opdr1ye&e=.csv"",""open"":""3.89"",""close"":""3.89"",""dividend"":""N\/A"",""div paydate"":""5\/15\/2017"",""div yield"":""12.01"",""eps"":0}",0,-1,0
USAC,"USA Compression Partners, LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:USAC,2.10,13.66,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=USAC&f=opdr1ye&e=.csv"",""open"":""15.88"",""close"":""15.90"",""dividend"":""2.10"",""div paydate"":""5\/12\/2017"",""div yield"":""13.66"",""eps"":""0.08""}",0.08,26.25,32858.707557503
VOC,"VOC Energy Trust Units of Beneficial Interest",https://www.nyse.com/quote/XNYS:VOC,0.480,11.030,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=VOC&f=opdr1ye&e=.csv"",""open"":""4.370"",""close"":""4.440"",""dividend"":""0.480"",""div paydate"":""5\/12\/2017"",""div yield"":""11.030"",""eps"":""0.320""}",0.320,1.5,7510.5617274292
WDR,"Waddell &amp;amp; Reed Financial, Inc.",https://www.nyse.com/quote/XNYS:WDR,1.84,10.99,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=WDR&f=opdr1ye&e=.csv"",""open"":""17.27"",""close"":""17.33"",""dividend"":""1.84"",""div paydate"":""5\/1\/2017"",""div yield"":""10.99"",""eps"":""1.72""}",1.72,1.0697674418605,28790.486621812
WMLP,"Westmoreland Resource Partners, LP Common Units &lt;b&gt;...&lt;/b&gt;",https://www.nyse.com/quote/XNYS:WMLP,N/A,16.61,"{""url"":""http:\/\/download.finance.yahoo.com\/d\/quotes.csv?s=WMLP&f=opdr1ye&e=.csv"",""open"":""3.33"",""close"":""3.33"",""dividend"":""N\/A"",""div paydate"":""5\/15\/2017"",""div yield"":""16.61"",""eps"":0}",0,-1,0
